date,open,close,high,low,volumefrom,volumeto
2024-02-16,2825.35,2804.05,2859.47,2744.76,318932.07,896210606.48
2024-02-17,2804.05,2787.0,2806.14,2720.42,165464.46,458634232.92
2024-02-18,2787.0,2881.4,2895.47,2766.78,216262.87,610424136.56
2024-02-19,2881.4,2945.0,2984.2,2857.64,326638.19,953161117.46
2024-02-20,2945.0,3015.27,3032.5,2874.59,436622.68,1285168708.83
2024-02-21,3015.27,2968.67,3017.25,2869.15,416859.98,1221365901.95
2024-02-22,2968.67,2969.67,3035.27,2906.44,398857.68,1186610554.8
2024-02-23,2969.67,2922.1,2991.73,2906.28,269457.9,792750968.62
2024-02-24,2922.1,2992.35,3005.45,2906.62,145003.03,429496146.2
2024-02-25,2992.35,3112.81,3119.66,2983.68,265770.75,812148194.41
2024-02-26,3112.81,3178.24,3197.66,3037.24,375179.84,1171482366.27
2024-02-27,3178.24,3243.69,3288.82,3167.46,373964.99,1211227367.65
2024-02-28,3243.69,3386.34,3490.66,3194.42,513048.44,1707770843.75
2024-02-29,3386.34,3342.24,3520.76,3303.6,399274.29,1367994605.43
2024-03-01,3342.24,3435.9,3453.77,3340.92,241624.87,823506213.17
2024-03-02,3435.9,3423.65,3461.78,3398.38,153210.01,524944019.98
2024-03-03,3423.65,3489.57,3493.25,3365.52,174122.89,598632307.05
2024-03-04,3489.57,3631.85,3643.81,3436.14,379175.59,1340904406.6
2024-03-05,3631.85,3557.93,3826.7,3207.51,732190.67,2637640132.83
2024-03-06,3557.93,3821.19,3902.17,3502.64,489295.58,1849427331.22
2024-03-07,3821.19,3874.46,3939.52,3737.47,295685.4,1132011899.65
2024-03-08,3874.46,3891.97,4000.14,3828.33,359382.61,1412263227.04
2024-03-09,3891.97,3913.28,3950.61,3880.22,138310.17,541613113.28
2024-03-10,3913.28,3881.86,3971.32,3799.55,190112.26,743460686.12
2024-03-11,3881.86,4065.75,4091.01,3752.31,374497.81,1493590506.66
2024-03-12,4065.75,3979.43,4092.73,3832.09,383635.95,1526774188.85
2024-03-13,3979.43,4007.46,4083.88,3934.38,286962.91,1150784389.88
2024-03-14,4007.46,3880.8,4012.91,3719.25,376891.87,1466371721.53
2024-03-15,3880.8,3742.44,3931.65,3567.56,487205.54,1806124095.18
2024-03-16,3742.44,3520.08,3780.95,3467.22,287100.39,1048207664.08
2024-03-17,3520.08,3641.61,3676.55,3411.95,273465.18,975546606.2
2024-03-18,3641.61,3520.31,3642.66,3454.26,301558.82,1071170431.07
2024-03-19,3520.31,3158.44,3547.15,3149.03,587955.64,1943259863.05
2024-03-20,3158.44,3516.66,3535.92,3057.97,658543.95,2169017019.63
2024-03-21,3516.66,3492.08,3586.77,3411.44,401675.9,1410320174.21
2024-03-22,3492.08,3337.08,3542.29,3250.83,405182.37,1374192771.15
2024-03-23,3337.08,3330.49,3435.43,3271.78,251602.31,846213410.27
2024-03-24,3330.49,3454.45,3470.85,3300.55,207564.45,700715597.16
2024-03-25,3454.45,3590.96,3659.32,3420.9,347674.26,1232616949.46
2024-03-26,3590.96,3587.6,3680.41,3544.7,302556.21,1092361093.56
2024-03-27,3587.6,3499.77,3665.39,3459.06,330442.76,1173800981.61
2024-03-28,3499.77,3561.1,3611.7,3462.9,279078.37,991858231.33
2024-03-29,3561.1,3511.49,3584.55,3474.1,201382.16,710475049.61
2024-03-30,3511.49,3507.56,3567.15,3488.56,153144.16,538809534.91
2024-03-31,3507.56,3645.98,3654.87,3506.31,157210.73,566598172.38
2024-04-01,3645.98,3505.52,3646.35,3414.46,266251.45,934917050.13
2024-04-02,3505.52,3279.4,3507.54,3213.09,406551.0,1350633378.51
2024-04-03,3279.4,3312.24,3368.57,3203.99,301025.74,997504814.36
2024-04-04,3312.24,3329.17,3444.82,3252.11,306389.28,1024032112.02
2024-04-05,3329.17,3319.12,3348.68,3211.37,301242.62,991902873.76
2024-04-06,3319.12,3352.4,3398.56,3308.84,151035.71,504501846.56
2024-04-07,3352.4,3453.85,3459.61,3345.47,153705.66,522076832.37
2024-04-08,3453.85,3694.7,3728.57,3407.31,348354.17,1257790924.33
2024-04-09,3694.7,3504.83,3726.03,3452.88,330003.13,1184278583.93
2024-04-10,3504.83,3545.56,3562.32,3413.05,287616.46,1006631402.92
2024-04-11,3545.56,3503.21,3617.34,3473.65,225366.27,796534108.67
2024-04-12,3503.21,3239.12,3552.91,3095.49,415871.51,1387659435.48
2024-04-13,3239.12,3011.51,3301.9,2832.33,617652.5,1908312548.54
2024-04-14,3011.51,3158.26,3175.48,2911.99,480594.13,1464413624.74
2024-04-15,3158.26,3103.0,3280.66,3025.93,393938.85,1244925295.21
2024-04-16,3103.0,3085.42,3128.0,2991.76,359785.72,1102919090.86
2024-04-17,3085.42,2985.12,3123.61,2914.87,323995.26,978463368.36
2024-04-18,2985.12,3065.69,3095.76,2953.19,288067.39,873530402.2
2024-04-19,3065.69,3057.95,3128.53,2866.07,342783.81,1045944600.77
2024-04-20,3057.95,3157.04,3172.03,3020.15,167131.32,516137769.98
2024-04-21,3157.04,3148.11,3198.43,3117.72,148983.34,470671773.32
2024-04-22,3148.11,3201.55,3237.49,3130.02,209637.54,669498961.12
2024-04-23,3201.55,3219.78,3265.06,3153.66,213483.88,685076398.96
2024-04-24,3219.78,3139.1,3293.6,3103.6,269991.9,864542926.86
2024-04-25,3139.1,3155.47,3191.65,3072.07,281066.14,882134092.22
2024-04-26,3155.47,3130.07,3166.44,3101.66,219855.93,689663958.95
2024-04-27,3130.07,3253.23,3281.58,3068.25,203602.38,643382820.24
2024-04-28,3253.23,3262.43,3356.14,3247.4,205463.5,678357043.13
2024-04-29,3262.43,3215.73,3286.13,3115.53,267685.05,852862297.95
2024-04-30,3215.73,3011.46,3249.56,2916.96,361691.81,1098924247.19
2024-05-01,3011.46,2968.82,3020.24,2814.92,435377.76,1273126182.34
2024-05-02,2968.82,2986.41,3016.2,2891.41,272328.54,807841703.83
2024-05-03,2986.41,3103.77,3128.05,2958.91,277060.08,840705738.28
2024-05-04,3103.77,3117.52,3168.22,3094.62,147176.47,459744729.64
2024-05-05,3117.52,3137.09,3171.62,3074.21,152383.35,476413151.08
2024-05-06,3137.09,3063.19,3221.37,3046.59,237439.94,741977976.88
2024-05-07,3063.19,3005.91,3129.75,3000.11,221350.09,679034472.49
2024-05-08,3005.91,2973.31,3037.87,2937.08,241568.02,724279038.67
2024-05-09,2973.31,3035.93,3058.63,2949.86,211428.59,633874345.6
2024-05-10,3035.93,2909.58,3053.17,2878.86,258568.64,765131256.66
2024-05-11,2909.58,2911.82,2944.04,2886.48,125899.86,367160920.04
2024-05-12,2911.82,2927.97,2954.09,2900.58,111406.04,325974911.48
2024-05-13,2927.97,2950.16,2994.62,2864.31,261787.73,769541695.03
2024-05-14,2950.16,2880.64,2960.08,2859.65,249247.21,724637752.4
2024-05-15,2880.64,3033.46,3041.55,2862.97,250539.77,740315343.71
2024-05-16,3033.46,2945.17,3041.6,2924.04,221619.51,660576487.83
2024-05-17,2945.17,3093.44,3121.45,2933.76,237502.45,724015765.69
2024-05-18,3093.44,3123.72,3147.62,3085.46,131838.78,410558780.4
2024-05-19,3123.72,3070.68,3137.07,3054.06,139746.96,431923921.13
2024-05-20,3070.68,3661.58,3694.25,3048.64,613409.29,2059788024.65
2024-05-21,3661.58,3789.36,3838.22,3626.39,610857.21,2282068734.66
2024-05-22,3789.36,3736.33,3812.19,3653.74,379891.06,1420963880.22
2024-05-23,3736.33,3781.61,3945.85,3545.21,669270.47,2537742098.36
2024-05-24,3781.61,3727.14,3827.36,3628.42,288764.04,1074712165.87
2024-05-25,3727.14,3749.23,3777.86,3708.25,99783.57,373668589.73
2024-05-26,3749.23,3824.34,3882.33,3731.48,161510.02,616285834.19
2024-05-27,3824.34,3891.26,3973.81,3821.86,205569.41,804496436.45
2024-05-28,3891.26,3840.39,3926.23,3769.74,233210.02,898526969.71
2024-05-29,3840.39,3762.22,3883.1,3740.97,230073.49,873454576.08
2024-05-30,3762.22,3746.97,3823.86,3700.91,207732.71,781849408.11
2024-05-31,3746.97,3758.65,3844.09,3720.98,225857.18,851837584.52
2024-06-01,3758.65,3812.81,3829.62,3748.85,97005.74,367756459.88
2024-06-02,3812.81,3779.06,3834.79,3750.64,123116.68,466824951.42
2024-06-03,3779.06,3766.32,3849.89,3758.03,171897.5,653009594.07
2024-06-04,3766.32,3810.73,3832.27,3731.38,161833.45,612657331.91
2024-06-05,3810.73,3866.46,3887.65,3778.47,170665.85,652385687.52
2024-06-06,3866.46,3812.05,3878.9,3758.9,140945.2,540297339.89
2024-06-07,3812.05,3676.79,3839.68,3584.45,249976.03,935183066.83
2024-06-08,3676.79,3680.84,3707.87,3660.99,80031.59,294854677.9
2024-06-09,3680.84,3706.0,3721.77,3666.37,64608.0,238542651.45
2024-06-10,3706.0,3665.99,3712.47,3643.95,115082.08,423204164.35
2024-06-11,3665.99,3497.32,3671.15,3420.98,327115.24,1153310772.38
2024-06-12,3497.32,3559.25,3656.3,3462.28,236419.7,843561060.98
2024-06-13,3559.25,3467.79,3560.44,3426.66,244679.96,853785190.92
2024-06-14,3467.79,3479.74,3529.49,3360.4,263322.79,910398097.21
2024-06-15,3479.74,3566.61,3591.34,3471.43,160975.62,569541552.37
2024-06-16,3566.61,3622.37,3650.47,3539.39,123587.85,443668310.23
2024-06-17,3622.37,3510.08,3636.6,3464.1,293898.69,1040317235.48
2024-06-18,3510.08,3482.27,3515.3,3360.4,360756.73,1235708665.8
2024-06-19,3482.27,3558.97,3585.45,3464.99,277087.04,981355099.29
2024-06-20,3558.97,3510.94,3624.03,3484.24,285337.3,1013417559.96
2024-06-21,3510.94,3517.28,3545.62,3445.09,285086.02,997489348.48
2024-06-22,3517.28,3494.25,3520.1,3474.17,92237.39,322568484.7
2024-06-23,3494.25,3418.62,3519.63,3405.61,128959.72,447200216.36
2024-06-24,3418.62,3350.54,3432.39,3238.76,432111.09,1436399345.37
2024-06-25,3350.54,3393.91,3429.63,3335.17,268888.0,910221643.15
2024-06-26,3393.91,3369.46,3424.88,3324.89,233222.44,787394906.99
2024-06-27,3369.46,3445.8,3473.86,3360.17,202794.81,694115777.85
2024-06-28,3445.8,3373.8,3484.29,3361.15,237892.69,813695887.0
2024-06-29,3373.8,3373.52,3402.58,3367.02,73783.39,249697553.04
2024-06-30,3373.52,3432.82,3454.57,3348.22,113753.11,386215815.53
2024-07-01,3432.82,3438.83,3519.01,3421.6,194043.88,673689774.3
2024-07-02,3438.83,3416.41,3460.32,3397.31,133508.19,457927979.27
2024-07-03,3416.41,3292.16,3427.05,3248.43,252160.2,836070409.6
2024-07-04,3292.16,3058.81,3309.66,3050.24,331942.98,1049223019.3
2024-07-05,3058.81,2982.07,3107.89,2813.4,590544.78,1738218188.02
2024-07-06,2982.07,3067.54,3081.82,2956.02,186751.41,563019491.33
2024-07-07,3067.54,2931.2,3073.37,2922.6,194303.14,581743502.23
